پ,Eng Name,Ar Name
12510,li-khetiyyār al-Diyyn b. ghāyāth al-Diyyn al-tārbāti al-hārūiyy al-ḥüssāini'ī,لاختيار الدين بن غياث الدين التربتي الهروي الحسيني
12511,ḥāmed Muḥammad b. Muḥammad al-büdāiri al-ḥāssāni al-dömiyyāṭi'ī,حامد محمد بن محمد البديري الحسني الدمياطي
12512,Muḥammad b. Āḥmād b. Nāsser Ābu Rāss al-Rāsḥidi'ī,محمد بن أحمد بن ناصر أبو راس الراشدي
12513,al-ḥāssān Ebrāhiyym b. 'Amr b. ḥāssān al-Rebāṭ b. Āli b. Ābi Bāker al-Bāqā'i'ī,الحسن إبراهيم بن عمر بن حسن الرباط بن علي بن أبي بكر البقاعي
12514,Yāhiyyā Zhākāriyyā b. Muḥammad b. Āḥmād b. Zhākāriyyā al-Anṣārī al-Sāniyyki'ī,يحيى زكريا بن محمد بن أحمد بن زكريا الأنصاري السنيكي
12515,ʿAbdallaḥ Muḥammad b. Āḥmād b. Muḥammad b. Mārzuwwq al-'Ājaisi al-tālmesāni'ī,عبدالله محمد بن أحمد بن محمد بن مرزوق العجيسي التلمساني
12516,Muḥammad b. Abd al-Malik b. 'Abd Āl-Sālām 'Abd Āl-Hāfeeẓ b. ʿAbdallaḥ Ibn Daghaseen al-Qarshī al-Umuwwaī ,محمد بن عبدالملك بن عبدالسلام بن عبدالحفيظ بن عبدالله ابن دغسين القرشي الاموي
12517,Abd al-Rahman b. Muḥammad b. zaiyydān al-'Alawi al-Hassani'ī,عبدالرحمان بن محمد بن زيدان العلوي الحسني
12518,al-Faraj al-'Ali b. al-Hussaiyyn b. Muḥammad al-Qarshī al-'Aṣbahani'ī,الفرج العلي بن الحسين بن محمد القرشي الأصبهاني
12519,Muḥammad ʿAbdallaḥ b. Muḥammad b. al-Sayed al-Baṭliyysi'ī,محمد عبدالله بن محمد بن السيد البطليوسي
12520,Abd al-Salam b. Muḥammad b. ʿAbdallaḥ b. Ismāiyyl al-'Ālawi'ī,عبدالسلام بن محمد بن عبدالله بن إسماعيل العلوي
12521,al-ḥassan Ali b. Muḥammad b. Ali b. Muḥammad b. al-ḥussain Ibn al-bari al-Rübaṭi'ī,الحسن علي بن محمد بن علي بن محمد بن الحسين ابن البري الرباطي
12522,al-'Abbas Āḥmād b. Hussain Bāshā b. Muṣṭafa b. ḥussain Ibn Muḥammad b. Kiūān,العباس أحمد بن حسين باشا بن مصطفى بن حسين ابن محمد بن كيوان
12523,khalīl b. abiyyk b. ʿAbdallaḥ al-Safadi'ī,خليل بن أبيك بن عبدالله الصفدي
12524,Abi al-ḥajaj Yūsef b. Muḥammad al-Balūi'ī,أبي الحجاج يوسف بن محمد البلوي
12525,Ali Ismaīl b. al-Qasīm b. 'Aiyydhūn al-Baghdadhi'ī,علي إسماعيل بن القاسم بن عيذون البغدادي
12526,Muḥammad b.ʿAbdallaḥ b. Muḥammad b. ẓafar,محمد بن عبدالله بن محمد بن ظفر
12527,Ali b. Āḥmād b. Mösbāh al-zörūili al-hasni al-'öthmani al-yaṣlūti'ī,علي بن أحمد مصباح الزرويلي الحسني العثماني اليصلوتي
12528,Muḥammad obaid b. Abi al-Qasim al-th'alibi'ī,محمد عبيد الله بن أبي القاسم الثعالبي
12529,al-'Abbas Āḥmād b. Abd al-rahman Abi Zaīd al-naqāūsi'ī,العباس أحمد بن عبدالرحمن أبي زيد النقاوسي
12530,al-Qasim b. Muḥammad b. al-mājri al-shaheer bel-zamūri'ī,القاسم بن محمد الماجري الشهير بالزموري
12531,Nāsser b. Abd al-said Abi al-makārim b. Ali Burhān al-dīn Al-Khwarizmi Al-Mutraziʿī,ناصر بن عبد السيد أبي المكارم بن علي برهان الدين الخوارزمي المطرزي
12532,Muḥammad b. Muḥammad b. 'Azooz al-Miknasi'ī,محمد بن محمد بن عزوز المكناسي
12533,MüriĪ b. Yösef b. Abi baker b. Āḥmād al-Karmi al-maqdisi'ī,مرعي بن يوسف بن أبي بكر بن أحمد الكرمي المقدسي
12534, Abī Jʿafr b. 'Abd al-'Azīz b. Muhammad b. 'Abd al-Muhsen b. Zarqāla al-Qaīsī,أبي جعفر عبد العزيز بن محمد بن عبد المحسن بن زرقالة القيسي
12535,Mawlā Banī 'Amr b. 'Aouf,مولى بني عمرو بن عوف
12536,Abī Bakr Mohī al-Deen Muhammad b. Alī b. Muhammad b. 'Arabī,أبي بكر محيي الدين محمد بن علي بن محمد بن عربي
12537,ʿAlī b. Muḥammad b. Wafā al-Qarshī al-Anṣārī al-Shādhilī al-Mālikī Abī al-Ḥasan,علي بن محمد بن وفا القرشي الأنصاري الشاذلي المالكي ابي الحسن
12538,Abī Āl-ʿbas ʾAhmd Bin ʾbd Āllah mhmd Āl-wnan,أبي العباس أحمد بن أبي عبد الله محمد الونان
12539,MŪsī Bin Āl-mkī Āl-nasrī,موسى بن المكي الناصري
12540,Mḥmd Bin ĪhĪiyy Bin AlĪ Āl-shqraṭĪsĪ,محمد بن يحيى بن علي الشقراطيسي
12541,Ābi-Ālī  Ālhasan Bn Masūd Āl-Yoūsfī ,أبي علي الحسن بن مسعود اليوسفي 
12542,Muhammed Bn Sʿiyyd  Āl-būṣīrī  Shrf  Āl-dīn ,محمد بن سعيد البوصيري شرف الدين 
12543,Kaʿb Bn Zhiyr Al Maznī,كعب بن زهير المزني
12544,Ābi  Al-Mḥasn  Tqī Al-dīn  Abī-Bkr Bn Alī Abn-ḥç Al-hamodī Al-Āzrarī ,أبي المحاسن تقي الدين أبي بكر بن علي ابن حجة 
12545,Siydī Ābd Āl Maged Bn Āli Āl Mnāliy Āl Ziydi Āh  Hsniy,سيدي عبد المجيد بن علي المنالي الزيادي الحسني 
12546, al-Imām al-Shāfiʿī,للإمام الشافعي 
12547,Āmr Bin Ālī Bn  Āl-Farrd  Āl-ḥamodī,عمر علي بن الفاضي الحمودي 
12548,Abi-ʿbd Āllah Muhammed Bin  ʿbd  Āl-Rḥiyym Iyyjbsh,أبي عبد الله محمد بن عبد الرحيم بن يجبش
12549,Āl-Nmiyyrī,النميري
12550,Mahdiyy Bn Ābd Āl-salam Mjtnūsh Āl-Āndlsī,مهدي بن عبد السلام مجنوش الأندلسي 
12551,ḥasan Bn Mas'ud Āl-iyyusī,حسن بن مسعود اليوسي 
12552,Mūhammed Bn  Ādriiys Āl-jhadī,محمد بن إدريس الجهادي 
12553,Hasan Bn Mustafī Āl-Bosnī  Āl-Madanī ,حسن بن مصطفى البوسني المدني 
12554,Siydī  Mūhammed Bn Āl-Tahanī  Āl-Āndalusī  Āl-Rbatī ,سيدي محمد ابن التهاتي الأندلسي الرباطي 
12555,Ābi-Ābd  Ālllah Mūhammed Bn Kasm Bn Zakūr Āl-fasī ,أبي عبد الله محمد فاسم زاكور الفاسي
12556,Āmr-Bn  Ābi Rabi'a  Āl-khzūmeri Āl-Kershi ,عمر بن أبي ربيعة المخزومي القرشي 
12557,Ābi  Al-hasan Ālī Bn  Mūhammed Āl-thamī,ابي الحسن علي بن محمد التهامي 
12558,Ālī Bin Mūhammed  Āl-Susī  Āl-Samlalī,علي بن محمد السوسي السملالي 
12559, Mūhammed Bin Āldrīs Āl-'mraūī,محمد بن إدريس العمراوي 
12560, Mūhammed  Āl-hashmī Bin Mūhammed Bin  Ābd  Āllah Bin Mūhammed ībn Ābd Āl-malik Āl-Husnī Āl-Ālūī,محمد الهاشمي بن محمد بن عبد الله بن محمد ابن عبد الملك الحسني العلوي 
12561,Ābrahm Bin Ābd Āl-Jabar Āl-Fjījī,ابرهيم بن عبد الجبار الفجيجي
12562,Sʿīd Bin ʿbd Āllah Āl-tlmsanī Āl-mndasiyy,سعيد بن عبد الله التلمساني المنداسي
12563,Abī Āl-ḥsn Alī Bin Abī ṭalb Bin ʿbd Āl-mṭlb,أبي حسن علي بن أبي طالب بن عبد المطلب
12564,Abī Āl-ʿbas ʾAhmd Āl-z  ʿfranī,أبي العباس أحمد الزعفراني
12565,ʿbd Āl-rhman Bin ziyydan ,عبد الرحم بن زيدان
12566,Abī ʿbd  Āllah mhmd Āl-ghiyyth,أبي عبد الله محمد الغيث 
12567,Abī ʿbd  Āllah Bin mhmd Bin Nasr Āl-drʿiyy,أبي محمد عبدالله بن محمد بن ناصر الدرعي
12568,Āl-ʿrbī Bin Āl-saiyyh Āl-shrqiyy Āl-rbaṭiyy,العربي بن السايح الشرقي الرباطي
12569,Abī ʿlī Hsn Bin ʿlī Bin ʿmr ,أبي علي حسن بن علي بن عمر 
12570,Abī ʿlī Āl-hsn Bin msʿūd Āl-iyyūsī,أبي علي الحسن بن مسعود اليوسي
12571,ʿmr Bin Āl-khiyymī,عمر بن الخيمي
12572,ʿmr Bn Āl-farḍ,عمر ابن الفائض
12573,Abī ʿbd Āllah Mhmd Bin ʿbd Āl-rhiyym Bn Īgbsh Āl-taziyy,أبي عبد الله محمد بن عبد الرحيم بن يجبش التازي
12574,Mhmd Bn Ahmd Bin Mhmd Bn Abī Bkr Bn mrzoq Āl-ʿgīsī Āl-tlmsaniyy,محمد بن أحمد بن محمد بن أبي بكر بن مرزوق العجيسي التلمساني
12575, Ahmd Bn 'bd Āl-'zīz Āl-flaliyy,أحمد بن عبد العزيز الفلالي
12576,ṣalh Bn Āl-m'ṭiyy,صالح بن المعطي
12577,bd Āl-qadr Bn mwsa Bn 'bd Āllah Āl-jīlaniyy,عبد القادر بن موسى بن عبد الله الجيلاني
12578,iyyhīa Bn 'bd Āl-n'iyym,يحيى بن عبد النعيم
12579,Abrahiyym Āl-hshtwkiyy,إبراهيم الهشتوكي
12580,Abī 'bd Āllah mhmd Bn 'bd Āl-rhmn Āl-hwḍiyy,أبي عبد الله محمد بن عبد الرحمن الحوضي
12581,Āl-kmīt Āl-Asdiyy,الكميت الأسدي
12582,Salm Bn w'zan Āl-tkhiyysiyy,سالم بن وعزان التخيسي
12583,Mhmd Āl-Amam Bn Āl-shiyykh Āl-Akbr Ma'  Āl-'iyyniyyn Āl-shnqiyyṭiyy,محمد الإمام بن الشيخ الأكبر ماء العينين الشنقيطي
12584,Mhmd Bn iyywsf Bn Mhmd Bn Hamd Āl-fasiyy Āl-qṣriyy,محمد بن يوسف بن محمد بن حامد الفاسي القصري
12585,Mhmd Bn Amd Āl-jiyylaliyy Āl-sba'iyy Āl-hsniyy,محمد بن أحمد الجيلالي السباعي الحسني
12586,Abī Mhmd hmwd Bn 'bd Āl-'zīz Āl-twnsiyy,أبي محمد حمودة بن عبد العزيز التونسي
12587,Mhmd Bn Abī ī'za,محمد بن أبي يعزى
12588,Ahm Āl-bkariyy Bn Mhmd Bn Āl-mkhtar Āl-kntiyy,أحمد البكاري بن محمد بن المختار الكنتي
12589,Abī Ashaq  Ābrahiyym Bn 'bd Āl-qadr Bn Ahmd Āl-riyyahiyy Āl-twnsiyy,أبي إسحاق إبراهيم بن عبد القادر بن أحمد الرياحي التونسي
12590,Mhmd Bn  Ādriyys Bn Mhmd Bn 'bd Āllah Āl-'mrawiyy,محمد بن إدريس بن محمد بن عبد الله العمراوي
12591,Mhmd Bn ẓafr Bn Mhmd Hsn Bn Hmz ,محمد بن ؟افر بن محمد بن حسن بن حمزة 
12592,Mkhtar Bn Mhmd Bn Āl-mkhtar Āl-Kntiyy,مختار بن محمد بن المختار الكنتي 
12593,Mhmd Āl-thamiyy Bn Hamed Bn Ābd Āl-Wahd Āl-Mtyri Āl-rbti ,محمد التهامي بن حامد بن عبد الواحد المطيري الرباطي 
12594,Hamed  Āl-'rbiyy Bn  Ābd  Āllah Bn  Ābi Ī        ḥī  Āl-Msāri,أبي حامد العربي بن عبد الله بن أبي يحيى المساري 
12595,  Ābi   Āl-ḥsn   Āli Bn   Ābd   Āl-'niyy   Āl-ḥṣriyy Āl-ḍriyyr,أبي الحسن علي عبد الغني الحصري الضرير
12596,Ābi Bkr Mhmd Bn Mhmd Bn Ābd Āl-wa ḥd  Āl-Blwiyy,أبي بكر محمد بن محمد عبد الواحد البلوي
12597,Āli Bn Mhmd Āl-Swsiyy Āsmlaliyy,علي بن مجمد السةسي السملالي 
12598,Ābi  Ābd  Āllah Mhmd Bn  Āl-'rbiyy Bn Mhmd Bn qsm,أبي عبد الله محمد بن العربي بن محمد بن قاسم 
12599,Muhmd Bn Ādriyys Bn Mhmd Bn Ābd Āllah Āl-'mrawiyy ,محمد بن إدريس بن محمد بن عبج اللع العمراوي 
12600,Ābi Āl-hsn 'li Bn 'bd Āl-ghniyy Āl-fhriyy Āl-hṣriyy,أبي الحسن علي بن عبد الغني الفهري الحصري 
12601,Rdwan Bn Ābd Āllah Āl-jnoniyy Āl-fasiyy,رضوان بن عبد الله الجنوني الفاسي
12602,Am Haniyy,أم هاني
12603,Ibrahīm Āl-bkhariyy Āl-ṭashkndiyy,إبراهيم البخاري الطاشكندي
12604,Abd Āl-mjīd Bn 'li Āl-mnaliyy Āl-zīadiyy Āl-hsniyy,عبد المجيد بن علي المنالي الزيادي الحسني
12605,Ahmd Bn 'bd Āl-qadr Bn 'bd Āl-whab Bn musa,أحمد بن عبد القادر بن عبد الوهاب بن موسى
12606,Muhmd Bn rḍwan Āl-swiyyṭiyy Ibn Āl-ṣlahiyy,محمد بن رضوان السيوطي ابن الصلاحي
12607,Muṣṭfa Ma'  Āl-'iyyniyyn,مصطفى ماء العينين
12608,Abi Ābd Āllah Muhmd Bin Abrahiyym Āl-shran Āl- Andlusiyy,أبي عبد الله محمد بن إبراهيم الشران الأندلسي
12609,Sh'ban Āl-hndiyy,شعبان الهندي
12610,Ābd Āllah Bin Ali Bin ṭahr Āl-shriyyf Āl-hsniyy,عبد الله بن علي بن طاهر الشريف الحسني
12611,Ābd Āllah Bin Ali Bin ṭahr Āl-hsniyy,عبد الله بن علي بن طاهر الحسني
12612,Āl-hmam Ābiyy Hfṣ 'mr Bin Ābd Āllah Bin 'mr Bin Yosf Āl-fasiyy,الهمام أبي حفص عمر ين عبدالله بن عمر بن يوسف الفاسي
12613,Abi Ābd Āllah Muhmd Bin S'iyyd Bin Amd Bin Shrf Āl-qiyyrwaniyy Āl-jdhamiyy,أبي عبد الله محمد بن سعيد بن أحمد بن شرف القيرواني الجذامي
12614,Amd Bin Āl-'iyyashiyy skiyyrj Āl-ansariyy,أحمد بن العياشي سكيرج الأنصاري
12615,Ibn Jziyy,ابن جزي
12616,mr Bin Āl-haj Āl-s'iyydiyy,عمر بن الحاج السعيدي
12617,Yosf Bin Muhmd Bin yosf ,يوسف بن محمد بن يوسف
12618,Ābi Ābd Āllah Bin Muhmd Bin s'iyyd Bin hmad Bin Mhsn Bin Ābd Āllah Āl-ṣnhajiyy Āl-dlaṣiyy Āl-bwṣiriyy,أبي عبدالله محمد بن سعد بن حماد بن محسن بن عبدالله الصنهاجي الدلاصي البوصيري
12619,Abi Ābd Āllah Muhmd Bin S'iyyd Bin Hmad Bin Mhsn Ibn Ābd Āllah Āl-ṣnhajiyy Āl-dlaṣiyy Āl-boṣiriyy,أبي عبد الله محمد بن سعيد بن حماد بن محسن ابن عبد الله الصنهاجي الدلاصي البوصيري
12620,S'iyyd Āl-tlmsaniyy,سعيد التلمساني
12621,Amd Bin Āl-'ziyyz Bin Rshiyyd Āl-hlaliyy,أحمد بن عبد العزيز بن رشيد الهلالي
12622,Muhmd Bin Ahmd Bin Āl-sid Āl-hsniyy Āl-'lwiyy,محمد بن أحمد بن السيد الحسني العلوي
12623,Āl-amam Āl-ghzaliyy,الإمام الغزالي
12624,Abi Āl-fth 'li Bin Muhmd Āl-sbtiyy Āl-shaf'iyy,أبي الفتح علي بن محمد السبتي الشافعي
12625,ṣalh Bn Ahmd Āl-hkmiyy,صالح بن أحمد الحكمي
12626,Muhmd Ghriṭ  Āl-mknasiyy,محمد غريط المكناسي
12627,Abi Āl-bqa' Āl-rndiyy,أبي البقاء الرندي
12628,Abi Hmo Musa Bin Yusf Bin zyan,أبي حمو موسى بن يوسف بن زيان
12629,Ahmd Bin 'bd Āl-'ziz Bin Āl-rshiyyd Āl-hlaliyy Āl-sjlmasiyy,أحمد بن عبد العزيز بن الرشيد الهلالي السجلماني
12630,Abd Āl-rhman Bin Muhmd Bin zidan Āl-'lwiyy Āl-hsniyy,عبد الرحمان بن محمد بن  زيدان العلوي الحسني
12631,Ali Bin Ābd Āllah Ali Bin Ābd Āllah ṭahr Āl-shrif Āl-hsniyy,علي بن عبد الله بن علي بن طاهر الشريف الحسني
12632, Ābi  Āl -Qasm Āl-Zīwanī,ابي القاسم الزيواني 
12633,Fatmī Bin Āl-ḥsīn Āl-ṣqlī,فاطمي بن الحسين الصقلي 
12634,Ābi Ābd Āllah Bin Mhmd Āl-Hasaiiyn Āl-tṭwaniyy Āl-Āndlsiyy,أبي عبد الله بن محمد بن الحسين التطواني الأندلسي 
12635,Sfiyy Āl-Dīn Āl-ḥliyy Ābd Āl- Āziyyz Bn Sraiyya ,صفى الدين الحي عبد العزيز بن سرايا 
12636,Ābiyy  Āl-Frj  Ābd  Āl-Rḥm Bn 'liyy Āl-jwziyy,أبي الفرج عبد الرجمن بن علي بن الجوزي 
12637,Ābiyy Āl-'bas Āhmd Bn Mhmd Bn Khlf Āl-Wrak,أبي العباس أحمد بن محمد بن خلق الوراق
12638,Abd Al-Slam Bn Ahmd Bn Ghnm Al-qdsiiy ,عبد السلام بن أجمد غانم المقدسي 
12639,Abd Al-'ani Bn Asma'iyyl Bn Ahmd Bn Abrahiiym Al-Nablsiiy ,عبد الغني بن اسماعيل بن أحمد بن إبراهيم النابلسي 
12640,Abd-Allah Bn Al-Mqf' ,عبدالله بن المقفع 
12641,Jalāl al-Dīn Muḥammad b. ʿAbd al-Raḥmān al-Qazwīnī,جلال الدين محمد بن عبد الرحمان القزويني
12642,Massʿoud b. ʿAmr b. ʿAbd Allāh al-Taftāzānī,مسعود بن عمر بن عبدالله التفتازاني 
12643,ʿAḥmad b. ʿAbd al-Fatāḥ b. Yūsef al-Majīrī al-Mulūwī al-Shāfiʿī,أحمد بن عبد الفتاح بن يوسف المجيري الملوي الشافعي
12644,ʿAbd al-ʿAzīz b. Sarāyā ṣafī al-Dīn al-ḥalī,عبد العزيز بن سرايا صفي الدين الحلي 
12645,ʿAḥmad b. Muḥammad b. ʿUmar b. Muslim Shahbāb al-Dīn,أحمد بن محمد بن عمر بن مسلم شهاب الدين
12646,ʿIssām al-Dīn ʿIbrāhīm b. Muḥammad ʿArab Shāh al-ʿAsfarāīīnī,عصام الدين إبراهيم بن محمد بن عرب شاه الأسفراييني
12647,ʿAḥmad b. Muḥammad b. Muḥammad b. Yaʿqūb al-Wūlālī,أحمد بن محمد بن محمد بن يعقوب الولالي
12648,ʿAlī b. Muḥammad b. ʿAlī ,علي بن محمد بن علي
12649,ʾIbrahīm b. Muḥammad b. Aḥmad al-Bājūrī,إبراهيم بن محمد بن أحمد الباجوري 
12650,Aḥmad b. ʿAbd al-Munʿim b. Yūsef al-Damnahūrī,أحمد بن عبد المنعم بن يوسف الدمنهوري
12651,Muḥammad b.  ʿAbd al-Rasūl b. ʿAbd al-Saīd al-Ḥusnī al-Baraznajī,محمد بن عبد الرسول بن عبد السيد الحسني البرزنجي
12652,ʾAbī Bakr b. ʿAlī b. ʿAbd Allāh Taqī al-Dīn b. Ḥija al-Ḥamwī,أبي بكر بن علي بن عبد الله تقي الدين بن حجة الحموي
12653,ʿAbd Allāh b. ʿAbd al-Raḥmān b. ʿAlī al-Danwushrī,عبد الله بن عبد الرحمان بن علي الدنورشي
